course_num,venue_name,architect_school,course_style,rough_severity,notes,n_rounds,sufficient_sample,weight_ott,weight_app,weight_arg,weight_putt,weight_source,lat,lon
926,Silverado Resort (North Course),Modern,resort,low,NA,1295,TRUE,0.26332206775670625,0.22750547673066368,0.25030939293285803,0.25886306257977204,empirical,38.352334,-122.2557806
927,Sawgrass Country Club,Modern,parkland,low,NA,NA,NA,0.2536562569282284,0.2540476405294401,0.2393820442182665,0.252914058,style_x_school (n=43),30.1881518,-81.3755966
928,PGA National Resort (The Champion Course),Fazio,parkland,high,NA,847,TRUE,0.22776631584884663,0.27555852620829363,0.24073245560729453,0.2559427023355652,empirical,26.8188047,-80.1435056
930,Black Desert Resort,Modern,desert,low,NA,787,TRUE,0.35490364907127164,0.21803646711902816,0.19068974381364232,0.2363701399960579,empirical,37.158337,-113.6498407
931,Tahoe Mountain Club (Old Greenwood),Modern,resort,low,NA,440,TRUE,0.2864423195114091,0.27052392867626873,0.2326648915727863,0.21036886023953588,empirical,39.3441603,-120.1439771
933,East Lake Golf Club,Tillinghast,parkland,medium,NA,120,TRUE,0.18698614123075935,0.26522628277094784,0.2769100014933898,0.2708775745049029,empirical,33.7436053,-84.3024566
934,Hurstbourne Country Club,Modern,parkland,low,NA,447,TRUE,0.25332108003877535,0.23415349563518703,0.30469654451047606,0.20782887981556156,empirical,38.2398101,-85.59123
935,TPC Toronto at Osprey Valley (North Course),Modern,parkland,medium,NA,444,TRUE,0.2685204881950509,0.3040261108019682,0.1536543748204882,0.2737990261824927,empirical,43.8478111,-80.0389348
936,Yokohama Country Club,Modern,parkland,medium,NA,NA,NA,0.2536562569282284,0.2540476405294401,0.2393820442182665,0.252914058,style_x_school (n=43),35.4231448,139.6491193
939,Torrey Pines Golf Course (South Course),RTJ,parkland,medium,NA,252,TRUE,0.18359743551044963,0.2866405177095546,0.2530391863730196,0.2767228604069761,empirical,32.9067488,-117.2439186
940,Grand Reserve Golf Club,Modern,resort,low,NA,NA,NA,0.279647874,0.23847171869132325,0.24046580323987057,0.2414146042622692,style_x_school (n=9),38.5632174,-89.9140499
977,The Renaissance Club,Links,links,medium,NA,1850,TRUE,0.2342294800742112,0.2500272478646696,0.23656238916732983,0.27918088289378934,empirical,26.5600122,-81.7997564
978,Vidanta Vallarta,Modern,resort,low,NA,1677,TRUE,0.2619178682422152,0.2575100582443249,0.2504630175147445,0.23010905599871556,empirical,20.6837792,-105.2658044
